id,year,active_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
150335,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Xinhua News Agency,2014-06-04,Afghan operations kill 15 insurgents""",Xinhua News Agency,6/4/14,Afghan operations kill 15 insurgents,Military,3,Baghlani Jadid district,Baghlan province,Baghlani Jadid district,36.324882,68.6234,181938,Afghanistan,700,Asia,3,2,6/3/14,6/4/14,1,13,0,0,14,14,14
142941,2014,1,3,1850,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2332,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,,Civilians,2,"""Reuters News,2014-06-05,Suspected militants kill 42 in northeast Nigeria - police source"";""Agence France Presse,2014-06-05,45 killed by 'preachers' in Boko Haram Nigeria stronghold""",Reuters News;Agence France Presse,2014-06-05;2014-06-05,Suspected militants kill 42 in northeast Nigeria - police source;45 killed by 'preachers' in Boko Haram Nigeria stronghold,"police source; Mallam Bunu, who survived the attack",2,Maiduguri town,Borno state,Maiduguri lga,11.84644,13.160274,146547,Nigeria,475,Africa,1,1,6/4/14,6/4/14,0,0,45,0,45,45,45
114592,2014,1,1,259,Iraq:Government,524,Government of Iraq - IS,116,645,Government of Iraq,234,,IS,2,"""Agence France Presse,2014-06-05,Six killed as militants assault Iraq's Samarra"";""Agence France Presse,2014-06-05,Militants attack Iraq's Samarra, sparking heavy fighting""",Agence France Presse;Agence France Presse,2014-06-05;2014-06-05,"Six killed as militants assault Iraq's Samarra;Militants attack Iraq's Samarra, sparking heavy fighting","Police, a doctor and witnesses",1,Sāmarrā’ town,Şalāḩ ad Dīn province,Qaḑā’ Sāmarrā’,34.196632,43.873899,179008,Iraq,645,Middle East,1,1,6/5/14,6/5/14,12,0,0,0,12,12,12
150410,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Associated Press Newswires,2014-06-09,Bombers strike Afghanistan police base, kill guard""",Associated Press Newswires,6/9/14,"Bombers strike Afghanistan police base, kill guard",Governor spokesman,3,Bihsud district,Nangarhar province,Bihsud district,34.443808,70.507212,179062,Afghanistan,700,Asia,1,1,6/8/14,6/8/14,1,3,0,0,4,4,4
142597,2014,1,1,230,Yemen (North Yemen):Government,459,Government of Yemen (North Yemen) - AQAP,123,678,Government of Yemen (North Yemen),881,,AQAP,1,"""BBC Monitoring Middle East,2014-06-24,Four Al-Qa'idah militants killed in clashes with army in Yemen's Al-Bayda region""",BBC Monitoring Middle East,6/24/14,Four Al-Qa'idah militants killed in clashes with army in Yemen's Al-Bayda region,Local source in Bayda,3,Radā‘ district,al-Bayḑā’ governorate,Radā‘ district,14.339995,44.908741,150210,Yemen (North Yemen),678,Middle East,1,1,6/23/14,6/23/14,0,4,0,0,4,4,4
150695,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,2,"""BBC Monitoring South Asia,2014-06-24,Taleban claim capturing checkpoint, killing eight policemen in Afghan south"";""BBC Monitoring South Asia,2014-06-24,Four police soldiers killed in Taleban attacks in Afghan south""",BBC Monitoring South Asia;BBC Monitoring South Asia,2014-06-24;2014-06-24,"Taleban claim capturing checkpoint, killing eight policemen in Afghan south;Four police soldiers killed in Taleban attacks in Afghan south",Taleban /District head,1,Yatemcha village,Hilmand province,Musa Qala district,32.293286,64.800022,176170,Afghanistan,700,Asia,1,1,6/23/14,6/23/14,4,0,0,0,4,4,4
142603,2014,1,1,230,Yemen (North Yemen):Government,459,Government of Yemen (North Yemen) - AQAP,123,678,Government of Yemen (North Yemen),881,,AQAP,1,"""Reuters News,2014-06-28,Suspected Islamists stage attacks in s.Yemen as Ramadan begins""",Reuters News,6/28/14,Suspected Islamists stage attacks in s.Yemen as Ramadan begins,The state news agency Saba ,1,Al Qaţn town,Ḩaḑramawt governorate,Al Qaţn district,15.840556,48.455556,152377,Yemen (North Yemen),678,Middle East,1,1,6/28/14,6/28/14,2,4,0,0,6,6,6
158687,2014,1,3,11706,FPRC - Civilians,12382,FPRC - Civilians,4007,,FPRC,1,,Civilians,1,"""CAR Daily 2014.06.30,2014-04-30,Safety and Security Section Bangui - République Centrafricaine DAILY CAR""",CAR Daily 2014.06.30,4/30/14,Safety and Security Section Bangui - République Centrafricaine DAILY CAR,,2,Batangafo town,Ouham province,Batangafo region,7.300818,18.283269,140077,Central African Republic,482,Africa,1,1,6/28/14,6/28/14,0,0,8,0,8,8,8
142610,2014,1,1,230,Yemen (North Yemen):Government,459,Government of Yemen (North Yemen) - AQAP,123,678,Government of Yemen (North Yemen),881,,AQAP,1,"""BBC Monitoring Middle East,2014-07-03,Three people killed in Yemen during clashes between Al-Qa'idah suspects, army""",BBC Monitoring Middle East,7/3/14,"Three people killed in Yemen during clashes between Al-Qa'idah suspects, army",Local sources,2,Sanāh town,aḑ-Ḑāli‘ governorate,aḑ-Ḑāli‘ district,13.824617,44.708179,149490,Yemen (North Yemen),678,Middle East,1,1,7/2/14,7/2/14,0,0,0,3,3,3,3
143690,2014,1,2,4973,Fulani - Tiv,5583,Fulani - Tiv,607,,Fulani,1032,,Tiv,1,"""All Africa,2014-07-08,Gunmen Kill 45, Injure 95 in Taraba""",All Africa,7/8/14,"Gunmen Kill 45, Injure 95 in Taraba","police, a resident of Bashiri village, Mr Sam Ngada",3,Bali lga,Taraba state,Bali lga,8.15541,10.96853,141502,Nigeria,475,Africa,1,1,7/5/14,7/5/14,0,10,0,0,10,10,13
143693,2014,1,2,4973,Fulani - Tiv,5583,Fulani - Tiv,607,,Fulani,1032,,Tiv,1,"""All Africa,2014-07-08,Gunmen Kill 45, Injure 95 in Taraba""",All Africa,7/8/14,"Gunmen Kill 45, Injure 95 in Taraba","police, a resident of Bashiri village, Mr Sam Ngada",3,Bali lga,Taraba state,Bali lga,8.15541,10.96853,141502,Nigeria,475,Africa,1,1,7/5/14,7/5/14,0,10,0,0,10,10,13
154661,2014,1,1,13247,Ukraine:Lugansk,14184,Government of Ukraine - LPR,61,369,Government of Ukraine,5839,,LPR,1,"""Reuters News,2014-07-11,WRAPUP 2-Ukraine says rebels will pay as missiles kill 23 soldiers""",Reuters News,7/11/14,WRAPUP 2-Ukraine says rebels will pay as missiles kill 23 soldiers,"Ukrainian army, DTEK corporation spokesman, Russian TV",1,Luhansk town,Luhansk Oblast,Luhansk City Municipality,48.566667,39.3,199879,Ukraine,369,Europe,1,1,7/11/14,7/11/14,0,0,4,0,4,4,4
143065,2014,1,3,499,CPI-Maoist - Civilians,966,CPI-Maoist - Civilians,195,,CPI-Maoist,1,,Civilians,1,"""SATP, Chhattisgarh timeline 2014,1753-01-01,-""","SATP, Chhattisgarh timeline 2014",1753-01-01,-,,1,Usari village,Chhattisgarh State,Kondagaon District,19.417463,81.769073,157484,India,750,Asia,1,1,7/13/14,7/13/14,0,0,1,0,1,1,1
120368,2014,1,1,259,Iraq:Government,524,Government of Iraq - IS,116,645,Government of Iraq,234,,IS,1,"""Agence France Presse,2014-07-17,Iraq forces battle militants in north and east""",Agence France Presse,7/17/14,Iraq forces battle militants in north and east,A medical source ,1,Tājī town,Baghdād province,Tājī district,33.529444,44.2775,178289,Iraq,645,Middle East,1,1,7/17/14,7/17/14,2,1,1,0,4,4,4
128809,2014,1,1,234,Israel:Palestine,477,Government of Israel - Hamas,121,666,Government of Israel,209,,Hamas,1,"""Agence France Presse,2014-07-18,Gaza deaths soar to 274 on day 11 of Israel assault""",Agence France Presse,7/18/14,Gaza deaths soar to 274 on day 11 of Israel assault,Palestinian medical sources,2,Rafah town,Gaza Strip,Rafah,31.287004,34.259525,174669,Israel,666,Middle East,1,1,7/18/14,7/18/14,0,0,0,2,2,2,2
151081,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-07-18,Blast in Kandahar kill Afghan police officer""",BBC Monitoring South Asia,7/18/14,Blast in Kandahar kill Afghan police officer,governor spokesman,1,Kandahar town,Kandahar province,Kandahar district,31.611795,65.705795,175452,Afghanistan,700,Asia,1,1,7/18/14,7/18/14,1,0,0,0,1,1,1
164051,2014,1,1,218,Government of India-Government of Pakistan,422,Government of India - Government of Pakistan,141,750,Government of India,142,770,Government of Pakistan,1,"""Crisis Watch,2014-08-01,Kashmir""",Crisis Watch,8/1/14,Kashmir,,5,India-Pakistan border in Punjab,,,32.19,75.33,176191,India,750,Asia,1,4,7/18/14,7/31/14,0,0,0,0,0,0,1
128898,2014,1,1,234,Israel:Palestine,477,Government of Israel - Hamas,121,666,Government of Israel,209,,Hamas,1,"""Agence France Presse,2014-07-20,Gaza toll spirals as Israel hits north""",Agence France Presse,7/20/14,Gaza toll spirals as Israel hits north,Palestinian medical sources,1,Gaza City,Gaza Strip,Gaza,31.516667,34.45,175389,Israel,666,Middle East,1,1,7/20/14,7/20/14,0,0,2,0,2,2,2
150837,2014,1,3,11705,anti-Balaka - Civilians,12379,anti-Balaka - Civilians,4201,,anti-Balaka,1,,Civilians,1,"""S/2014/762,2014-10-29,S/2014/762""",S/2014/762,10/29/14,S/2014/762,,1,Boda town,Lobaye province,Boda region,4.316667,17.466667,135755,Central African Republic,482,Africa,1,1,7/20/14,7/20/14,0,0,1,0,1,1,1
150839,2014,1,3,11705,anti-Balaka - Civilians,12379,anti-Balaka - Civilians,4201,,anti-Balaka,1,,Civilians,1,"""S/2014/762,2014-10-29,S/2014/762""",S/2014/762,10/29/14,S/2014/762,,1,Boda town,Lobaye province,Boda region,4.316667,17.466667,135755,Central African Republic,482,Africa,1,1,7/21/14,7/21/14,0,0,1,0,1,1,1
147308,2014,1,2,13332,Libya Dawn - Zintan Military Council,14251,Libya Dawn - Zintan Military Council,5861,,Libya Dawn,5940,,Zintan Military Council,1,"""All Africa,2014-07-30,Sudanese Killed By Missiles in Tripoli, Libya""",All Africa,7/30/14,"Sudanese Killed By Missiles in Tripoli, Libya",Radio Dabanga,1,Tripoli city,Tripoli district,,32.8925,13.18,176787,Libya,620,Africa,1,1,7/26/14,7/26/14,0,0,29,0,29,29,29
163112,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-08-04,Taleban say six Afghan soldiers killed or injured in eastern province""",BBC Monitoring South Asia,8/4/14,Taleban say six Afghan soldiers killed or injured in eastern province,Taleban,2,Kharoti (1) village,Logar province,Charkh district,33.81853,68.91507,178338,Afghanistan,700,Asia,1,1,8/3/14,8/3/14,0,1,0,0,1,1,1
151485,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Xinhua News Agency,2014-08-05,33 Taliban militants killed in Afghan raids: gov't""",Xinhua News Agency,8/5/14,33 Taliban militants killed in Afghan raids: gov't,Interior Ministry,4,Uruzgan province,Uruzgan province,,32.83333,66,176893,Afghanistan,700,Asia,2,2,8/4/14,8/5/14,0,3,0,0,3,3,3
142261,2014,1,1,227,India:Government,453,Government of India - CPI-Maoist,141,750,Government of India,195,,CPI-Maoist,1,"""SATP, Maharashtra timeline 2014,1753-01-01,.""","SATP, Maharashtra timeline 2014",1753-01-01,.,,2,Khobramendha village,Maharashtra State,Gadchiroli District,20.540999,80.436946,159641,India,750,Asia,1,1,8/12/14,8/12/14,0,2,0,0,2,2,2
151798,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Xinhua News Agency,2014-08-15,Afghan forces kill 47 militants within 24 hours""",Xinhua News Agency,8/15/14,Afghan forces kill 47 militants within 24 hours,Interior Ministry,4,Baghlan province,Baghlan province,,35.75,69,181219,Afghanistan,700,Asia,2,2,8/14/14,8/15/14,0,6,0,0,6,6,6
153878,2014,1,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,1,"""All Africa,2014-08-15,Three Dead in Fresh Clan Attacks in Mandera""",All Africa,8/15/14,Three Dead in Fresh Clan Attacks in Mandera,"
Area DC Samuel Mwati ",1,Choroko locality,Mandera county,Banisa Constituency,3.979469,40.53832,135082,Kenya,501,Africa,1,1,8/15/14,8/15/14,0,0,0,3,3,3,3
150110,2014,1,1,364,India:Kashmir,792,Government of India - Kashmir insurgents,141,750,Government of India,325,,Kashmir insurgents,1,"""SATP, J&K timeline 2014,1753-01-01,August 19""","SATP, J&K timeline 2014",1753-01-01,19-Aug,,1,Badwan village,Jammu and Kashmir State,Kupwara District,34.331524,73.77811,179068,India,750,Asia,1,1,8/19/14,8/19/14,0,1,0,0,1,1,1
151962,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Xinhua News Agency,2014-08-24,80 militants killed in Afghan security force operation: official""",Xinhua News Agency,8/24/14,80 militants killed in Afghan security force operation: official,Interior Ministry,4,Logar province,Logar province,,34,69.25,179059,Afghanistan,700,Asia,2,2,8/23/14,8/24/14,0,13,0,0,13,13,13
155266,2014,1,1,13246,Ukraine:Donetsk,14124,Government of Ukraine - DPR,61,369,Government of Ukraine,5840,,DPR,1,"""Agence France Presse,2014-09-12,In east Ukraine, suspicions of truce run deep""",Agence France Presse,9/12/14,"In east Ukraine, suspicions of truce run deep",eyewitnesses,1,Novokaterynivka village,Donetsk Oblast,Starobesheve Raion,47.7263,38.1084,198437,Ukraine,369,Europe,1,3,8/25/14,8/31/14,1,0,0,0,1,1,1
152089,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Xinhua News Agency,2014-09-01,41 militants killed, 24 detained in Afghanistan: official""",Xinhua News Agency,9/1/14,"41 militants killed, 24 detained in Afghanistan: official",Interior Ministry,4,Paktika province,Paktika province,,32.416667,68.75,176178,Afghanistan,700,Asia,2,2,8/31/14,9/1/14,0,4,0,0,4,4,4
152090,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Xinhua News Agency,2014-09-01,41 militants killed, 24 detained in Afghanistan: official""",Xinhua News Agency,9/1/14,"41 militants killed, 24 detained in Afghanistan: official",Interior Ministry,4,Uruzgan province,Uruzgan province,,32.83333,66,176893,Afghanistan,700,Asia,2,2,8/31/14,9/1/14,0,4,0,0,4,4,4
152077,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-09-01,Two Taleban killed in attack on police post in Afghan east""",BBC Monitoring South Asia,9/1/14,Two Taleban killed in attack on police post in Afghan east,Police,2,Narang district,Kunar province,Narang district,34.799643,71.003535,179783,Afghanistan,700,Asia,1,1,9/1/14,9/1/14,0,2,0,0,2,2,2
144090,2014,1,1,11342,India: Garoland,11971,Government of India - GNLA,141,750,Government of India,1163,,GNLA,1,"""SATP, Meghalaya timeline 2914,1753-01-01,-""","SATP, Meghalaya timeline 2914",1753-01-01,-,,2,Rambogre village,Meghalaya State,East Garo Hills District,25.53314,90.569694,166862,India,750,Asia,1,1,9/14/14,9/14/14,0,1,0,0,1,1,1
150570,2014,1,3,559,LRA - Civilians,1026,LRA - Civilians,488,,LRA,1,,Civilians,1,"""LRA Crisis Tracker,2014-09-19,Api September 19 2014""",LRA Crisis Tracker,9/19/14,Api September 19 2014,,6,DR Congo (Zaire),,,0,25,128551,DR Congo (Zaire),490,Africa,1,1,9/19/14,9/19/14,0,0,1,0,1,1,1
142967,2014,1,1,259,Iraq:Government,524,Government of Iraq - IS,116,645,Government of Iraq,234,,IS,2,"""BBC Monitoring Middle East,2014-09-26,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 26 Sep 14"";""Reuters News,2014-09-26,Wary of air strikes, Islamic State insurgents change tactics""",BBC Monitoring Middle East;Reuters News,2014-09-26;2014-09-26,"Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 26 Sep 14;Wary of air strikes, Islamic State insurgents change tactics",Gali Kurdistan Satellite TV,2,Bayshīr village,Kirkūk province,Dāqūq district,35.248637,44.277979,180449,Iraq,645,Middle East,1,1,9/25/14,9/25/14,0,2,0,0,2,2,2
158644,2014,1,2,4652,Juarez Cartel - Sinaloa Cartel,5262,Juarez Cartel - Sinaloa Cartel,793,,Juarez Cartel,775,,Sinaloa Cartel,1,"""Reuters News,2014-09-28,At least 18 killed in shootings and clashes in Mexico""",Reuters News,9/28/14,At least 18 killed in shootings and clashes in Mexico,State prosecutors ,2,Guachochi town,Chihuahua state,Guachochi municipality,26.82001,-107.0745,167906,Mexico,70,Americas,1,1,9/26/14,9/26/14,0,0,0,11,11,11,18
142980,2014,1,1,259,Iraq:Government,524,Government of Iraq - IS,116,645,Government of Iraq,234,,IS,1,"""Agence France Presse,2014-09-27,Iraqi army says retook dam from jihadists""",Agence France Presse,9/27/14,Iraqi army says retook dam from jihadists,Security sources,2,Miqdādīyah town,Diyālá province,Qaḑā’ Miqdādīyah,33.978611,44.936944,178290,Iraq,645,Middle East,1,1,9/27/14,9/27/14,0,7,0,0,7,7,7
152764,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""BBC Monitoring South Asia,2014-09-30,Two police officers killed, four people injured in Afghan south""",BBC Monitoring South Asia,9/30/14,"Two police officers killed, four people injured in Afghan south",District head,2,Shahjoy town,Zabul province,Shahjoy district,32.5216,67.4156,176895,Afghanistan,700,Asia,1,1,9/29/14,9/29/14,1,0,0,0,1,1,1
150254,2014,1,1,364,India:Kashmir,792,Government of India - Kashmir insurgents,141,750,Government of India,325,,Kashmir insurgents,1,"""SATP, J&K timeline, 2014,1753-01-01,October 3""","SATP, J&K timeline, 2014",1753-01-01,3-Oct,,3,Pulwama District,Jammu and Kashmir State,Pulwama District,33.836438,74.934837,178350,India,750,Asia,1,1,10/3/14,10/3/14,0,1,0,0,1,1,1
151927,2014,0,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135,Government of Peru,750,,Sendero Luminoso,1,"""EFE News Service,2014-10-13,Soldier dies in guerrilla attack in Peru""",EFE News Service,10/13/14,Soldier dies in guerrilla attack in Peru,,2,San Francisco village,Ayacucho region,Huanta Province,-12.53535,-73.855744,111093,Peru,135,Americas,1,1,10/13/14,10/13/14,1,0,0,0,1,1,1
153112,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,2,"""BBC Monitoring South Asia,2014-10-15,Mine blast kills six local anti-Taleban fighters in Afghan north"";""BBC Monitoring South Asia,2014-10-16,Taleban report killing eight local police soldiers in Afghan north""",BBC Monitoring South Asia;BBC Monitoring South Asia,2014-10-15;2014-10-16,Mine blast kills six local anti-Taleban fighters in Afghan north;Taleban report killing eight local police soldiers in Afghan north,"Governor's spokesman, Taleban",1,Sarchakan village,Faryab province,Gurziwan district,35.7021,65.2295,181211,Afghanistan,700,Asia,1,1,10/14/14,10/14/14,6,0,0,0,6,6,6
154507,2014,1,1,337,Somalia:Government,750,Government of Somalia - Al-Shabaab,95,520,Government of Somalia,717,,Al-Shabaab,-1,,,,,pro-Al-Shabab news website Somali Memo on 16 October,3,Kismayo district,Lower Juba region,Kismayo district,-0.358173,42.545365,129326,Somalia,520,Africa,1,1,10/16/14,10/16/14,0,0,0,0,0,0,5
142884,2014,1,2,4935,Ansarallah - AQAP,5545,Ansarallah - AQAP,1091,,Ansarallah,881,,AQAP,1,"""BBC Monitoring Middle East,2014-10-20,Al-Qa'idah in Yemen beheads Huthist militant in Al-Bayda""",BBC Monitoring Middle East,10/20/14,Al-Qa'idah in Yemen beheads Huthist militant in Al-Bayda,AQAP,4,al-Bayḑā’ governorate,al-Bayḑā’ governorate,,14.34166,45.39442,150211,Yemen (North Yemen),678,Middle East,1,2,10/17/14,10/19/14,1,0,0,0,1,1,1
